[2026-02-25 00:56:26 UTC] Weather Whale: NEW POSITION — Will the highest temperature in Seattle be 37°F or below on February 13? | Side=yes | Shares=312.904
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 23, 5:20PM-5:25PM ET | Side=down | Shares=326.397953
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 3, 11:00PM-11:15PM ET | Side=down | Shares=19.607842
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 10, 5:00AM-5:15AM ET | Side=down | Shares=299.991486
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 8, 1:15PM-1:30PM ET | Side=down | Shares=99.510815
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 16, 7:45AM-8:00AM ET | Side=up | Shares=125.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 15, 8:45PM-9:00PM ET | Side=up | Shares=874.9983
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 21, 4:45AM-5:00AM ET | Side=up | Shares=815.488504
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - January 30, 5:00AM-5:15AM ET | Side=up | Shares=22.5
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 12, 9:15PM-9:30PM ET | Side=down | Shares=83.5
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 13, 9:00AM-9:15AM ET | Side=up | Shares=153.862218
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 6, 7:45AM-8:00AM ET | Side=down | Shares=1207.716099
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 22, 9:30AM-9:45AM ET | Side=up | Shares=250.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 21, 10:25AM-10:30AM ET | Side=up | Shares=143.683839
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 1, 11:00PM-11:15PM ET | Side=up | Shares=7.334072
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 24, 5:30PM-5:45PM ET | Side=up | Shares=27.483147
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 5, 2:00PM-2:15PM ET | Side=up | Shares=1251.359187
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 14, 5:45AM-6:00AM ET | Side=up | Shares=1580.208614
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - January 12, 3:30AM-3:45AM ET | Side=up | Shares=63.566872
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 30, 10:30AM-10:45AM ET | Side=down | Shares=49.122804
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 2, 3:15PM-3:30PM ET | Side=up | Shares=1326.406304
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 16, 2:45PM-3:00PM ET | Side=up | Shares=25.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 16, 10:30PM-10:45PM ET | Side=down | Shares=499.980764
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 6, 3:45PM-4:00PM ET | Side=up | Shares=490.317544
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 20, 6:00AM-6:15AM ET | Side=down | Shares=1855.885075
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 30, 2:00PM-2:15PM ET | Side=down | Shares=90.5
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 10, 8:00PM-8:15PM ET | Side=down | Shares=68.221631
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 3, 4:30PM-4:45PM ET | Side=up | Shares=33.921565
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 4, 12:15AM-12:30AM ET | Side=down | Shares=100.2352
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 30, 3:45AM-4:00AM ET | Side=down | Shares=252.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 26, 10:00AM-10:15AM ET | Side=down | Shares=59.673909
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 5, 8:45PM-9:00PM ET | Side=down | Shares=2555.5723
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 17, 8:25AM-8:30AM ET | Side=up | Shares=171.670783
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 22, 1:00AM-1:15AM ET | Side=down | Shares=21.718234
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 20, 3:00AM-3:15AM ET | Side=up | Shares=120.295382
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 9, 3:15AM-3:30AM ET | Side=down | Shares=801.940852
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 6, 7:15AM-7:30AM ET | Side=down | Shares=5.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 1, 6:30AM-6:45AM ET | Side=up | Shares=1146.176588
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 14, 10:00PM-10:15PM ET | Side=up | Shares=50.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 14, 2:00PM-2:15PM ET | Side=up | Shares=150.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 11, 1:45AM-2:00AM ET | Side=up | Shares=6.38
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 2, 3:30PM-3:45PM ET | Side=up | Shares=633.994614
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 29, 10:45AM-11:00AM ET | Side=down | Shares=212.491523
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 17, 9:45PM-9:50PM ET | Side=up | Shares=100.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 9, 1:00AM-1:15AM ET | Side=up | Shares=33.473961
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 15, 4:40PM-4:45PM ET | Side=up | Shares=77.311567
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 29, 6:30PM-6:45PM ET | Side=down | Shares=425.744679
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 26, 2:30PM-2:45PM ET | Side=down | Shares=689.047527
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 17, 6:15AM-6:30AM ET | Side=down | Shares=28.729997
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 22, 1:30AM-1:45AM ET | Side=down | Shares=100.636362
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 16, 11:15AM-11:30AM ET | Side=down | Shares=301.925451
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 17, 5:00AM-5:15AM ET | Side=up | Shares=242.99
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - January 13, 3:00AM-3:15AM ET | Side=down | Shares=149.168315
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 8, 9:00PM-9:15PM ET | Side=down | Shares=228.068457
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 14, 9:00PM-9:15PM ET | Side=up | Shares=375.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 15, 6:00PM-6:05PM ET | Side=up | Shares=49.05
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 9, 2:45PM-3:00PM ET | Side=down | Shares=852.750303
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 11, 6:15PM-6:30PM ET | Side=up | Shares=1698.401264
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 10, 7:15AM-7:30AM ET | Side=up | Shares=99.975465
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 12, 5:45PM-6:00PM ET | Side=down | Shares=575.457748
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 1, 8:30AM-8:45AM ET | Side=down | Shares=301.81818
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 13, 4:40AM-4:45AM ET | Side=down | Shares=25.52
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 22, 5:10PM-5:15PM ET | Side=down | Shares=145.004063
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 22, 8:20AM-8:25AM ET | Side=up | Shares=170.158332
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 2, 3:30AM-3:45AM ET | Side=down | Shares=704.837139
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - January 28, 11:45AM-12:00PM ET | Side=down | Shares=160.789472
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 23, 1:50AM-1:55AM ET | Side=down | Shares=513.092329
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 9, 4:15PM-4:30PM ET | Side=down | Shares=76.842058
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 27, 3:00PM-3:15PM ET | Side=down | Shares=363.6
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 26, 4:15AM-4:30AM ET | Side=up | Shares=259.291665
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 6, 1:00PM-1:15PM ET | Side=down | Shares=165.477271
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 7, 12:30AM-12:45AM ET | Side=up | Shares=183.225685
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - January 29, 7:45AM-8:00AM ET | Side=down | Shares=27.06018
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 12, 5:40PM-5:45PM ET | Side=down | Shares=46.095711
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 2, 2:30AM-2:45AM ET | Side=down | Shares=3375.369381
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 11, 2:00PM-2:15PM ET | Side=down | Shares=16.223332
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 19, 8:00AM-8:15AM ET | Side=up | Shares=967.945207
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 20, 2:25PM-2:30PM ET | Side=up | Shares=535.767305
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 13, 5PM ET | Side=down | Shares=96.78
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 30, 2:45AM-3:00AM ET | Side=down | Shares=600.960414
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 21, 1AM ET | Side=up | Shares=100.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 20, 6:45PM-6:50PM ET | Side=down | Shares=50.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 12, 9:00AM-9:15AM ET | Side=down | Shares=1576.642415
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 23, 7:15AM-7:30AM ET | Side=down | Shares=983.907838
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 17, 6:30AM-6:45AM ET | Side=up | Shares=91.52
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 13, 7:10AM-7:15AM ET | Side=up | Shares=6.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 22, 2:30AM-2:35AM ET | Side=down | Shares=24.889055
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 23, 6:45AM-7:00AM ET | Side=up | Shares=4608.284471
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 19, 4:30AM-4:35AM ET | Side=down | Shares=843.907043
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 21, 10:30PM-10:45PM ET | Side=down | Shares=50.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 27, 2:15AM-2:30AM ET | Side=down | Shares=135.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 19, 5AM ET | Side=down | Shares=909.614347
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 10, 7:00PM-7:15PM ET | Side=down | Shares=5.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — XRP Up or Down - January 10, 11:00AM-11:15AM ET | Side=down | Shares=582.071352
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 24, 11:45AM-12:00PM ET | Side=down | Shares=2500.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 24, 1:05PM-1:10PM ET | Side=up | Shares=225.478453
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 20, 12:00PM-12:15PM ET | Side=down | Shares=29.377036
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 17, 2:30AM-2:45AM ET | Side=up | Shares=304.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 22, 4:35AM-4:40AM ET | Side=up | Shares=50.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 1, 12:30PM-12:45PM ET | Side=up | Shares=100.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 22, 5:00PM-5:05PM ET | Side=up | Shares=97.535091
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 11, 9:15AM-9:30AM ET | Side=up | Shares=1516.681397
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 7, 1PM ET | Side=down | Shares=598.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 17, 11PM ET | Side=down | Shares=300.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - January 16, 12:00AM-12:15AM ET | Side=down | Shares=41.170735
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 12, 6:45AM-7:00AM ET | Side=down | Shares=114.95
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 1, 2:30PM-2:45PM ET | Side=down | Shares=100.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 29, 9:45PM-10:00PM ET | Side=up | Shares=36.703702
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 6, 8AM ET | Side=down | Shares=762.3424
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 16, 7:15AM-7:30AM ET | Side=down | Shares=25.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 13, 1:00PM-1:15PM ET | Side=down | Shares=652.863087
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 14, 7:30PM-7:45PM ET | Side=up | Shares=124.993477
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 7, 9:15AM-9:30AM ET | Side=up | Shares=242.697838
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 13, 7:45PM-8:00PM ET | Side=down | Shares=153.288403
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 13, 2:00PM-2:15PM ET | Side=up | Shares=375.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 28, 5:15PM-5:30PM ET | Side=down | Shares=8.131665
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 24, 1:00AM-1:15AM ET | Side=up | Shares=1.923075
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 7, 7:45AM-8:00AM ET | Side=up | Shares=12.4
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — XRP Up or Down - January 10, 5:45PM-6:00PM ET | Side=up | Shares=50.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 21, 12:25PM-12:30PM ET | Side=down | Shares=9.67
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 9, 12:00AM-12:15AM ET | Side=down | Shares=5.88
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 8, 12:15PM-12:30PM ET | Side=up | Shares=303.508769
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 13, 11:30AM-11:45AM ET | Side=down | Shares=63.82
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 12, 2:15AM-2:30AM ET | Side=down | Shares=660.700929
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 21, 6:20AM-6:25AM ET | Side=up | Shares=105.823268
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 5, 4:30PM-4:45PM ET | Side=up | Shares=1749.25
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 14, 1:30PM-1:45PM ET | Side=down | Shares=25.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 14, 1:00PM-1:15PM ET | Side=up | Shares=2545.311775
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 4, 1:00AM-1:15AM ET | Side=down | Shares=151.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 13, 1:30AM-1:45AM ET | Side=up | Shares=65.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 19, 1PM ET | Side=down | Shares=839.664614
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 4, 7:00AM-7:15AM ET | Side=up | Shares=755.610056
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 20, 2:15AM-2:30AM ET | Side=down | Shares=22.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 19, 7:30AM-7:35AM ET | Side=up | Shares=112.236585
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - February 8, 11:15PM-11:30PM ET | Side=down | Shares=6.0
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Solana Up or Down - February 10, 2:00AM-2:15AM ET | Side=down | Shares=575.234332
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 12, 8:30PM-8:45PM ET | Side=down | Shares=4188.598004
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 12, 8PM ET | Side=down | Shares=1735.17
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Ethereum Up or Down - January 28, 11:15AM-11:30AM ET | Side=down | Shares=72.836362
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - February 18, 12:20AM-12:25AM ET | Side=up | Shares=328.425339
[2026-02-25 00:56:32 UTC] @PBot1: NEW POSITION — Bitcoin Up or Down - January 15, 10:15PM-10:30PM ET | Side=up | Shares=291.815646
